telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
High Network Congestion,AS/S-CSCF,AS/S-CSCF,Technology,"AS/S-CSCF is a component that subscribes to overload event notifications for AS-1 and AS-2 during initialization or restart, and receives overload control filters (1c) and (2c). It is responsible for determining the forwarding destination of an incoming INVITE message, such as AS-1 in the given example.",chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1770198242,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,AS/S-CSCF,overload
High Network Congestion,AS-1,AS-1,Technology,AS-1 is a service component that receives overload event notifications from AS/S-CSCF and is a potential forwarding destination for an INVITE message.,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1770198242,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,AS-1,overload
High Network Congestion,AS-2,AS-2,Technology,AS-2 is a service component that receives overload event notifications from AS/S-CSCF and is a potential forwarding destination for an INVITE message.,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1770198242,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,AS-2,overload
High Network Congestion,overload event notification,overload event notification,Concept,Overload event notification is a mechanism used by AS/S-CSCF to subscribe to and receive status updates regarding the overload conditions of AS-1,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1770198242,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,overload event notification,overload
High Network Congestion,overload control filters (1c),overload control filters (1c),Terminology,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1770198242,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,overload control filters (1c),overload
High Network Congestion,overload control filters (2c),overload control filters (2c),Terminology,,chunk-b66c0fdd0b985168e16d12e98d88ff21,../3GPP-trunked/Rel-19/23_series/23228-j20.md3,1770198242,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,overload control filters (2c),overload
High Network Congestion,system overload,system overload,Terminology,,chunk-caa882272eb23e1e674186ab0fead4ac,../3GPP-trunked/Rel-19/32_series/32401-j00.md5.4.3,1770195988,Rel-19/23_series/23289-j50/graph_chunk_entity_relation.graphml,Rel-19,system overload,overload
High Network Congestion,S-EAS,S-EAS,Technology,"S-EAS is a system entity that acts as a source for Application Context and may initiate ACT with the CAS. It is involved in ACR execution and can perform ACT directly with CAS, though the specification of such process is out of scope.<SEP>S-EAS is a legacy component that is replaced by CAS in the described scenarios.<SEP>S-EAS is a source edge application server that may trigger ACR due to UE movement, overload, or maintenance, and acts as an S-EAS during ACR procedures where it interacts with the CAS and CES.",chunk-fef4b8eab930e6f6ffb693b0559dd471<SEP>chunk-1ea03a1d577c564a1a197da9f643a7c6<SEP>chunk-31174e5a284b9869ea541c3403583a43,../3GPP-trunked/Rel-19/23_series/23558-j50.md4<SEP>../3GPP-trunked/Rel-19/23_series/23558-j50.mdNone,1770168107,Rel-19/23_series/23558-j50/graph_chunk_entity_relation.graphml,Rel-19,S-EAS,overload
High Network Congestion,DNN based congestion control,DNN based congestion control,Concept,DNN based congestion control is a type of congestion control applied at the session management level to reject session management requests from User Equipment (UEs) or release PDU sessions when the associated,chunk-7f19af8fba98546b9e8c4bfa65440b68,../3GPP-trunked/Rel-19/24_series/24501-j20.md3.1,1770205521,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,DNN based congestion control,congestion
High Network Congestion,S-NSSAI based congestion control,S-NSSAI based congestion control,Concept,Type of congestion control at session management level that is applied to reject session management requests from UEs or release PDU sessions when the associated S-NSSAI and optionally the associated DNN are congested. It can be activated at the SMF over session management level and also activated at the AMF over mobility management level.,chunk-d3985caebdfbdc7c3369d156e809eeb6,../3GPP-trunked/Rel-19/24_series/24501-j20.md3.1,1770205555,Rel-19/24_series/24501-j20/graph_chunk_entity_relation.graphml,Rel-19,S-NSSAI based congestion control,congestion
High Network Congestion,management analytical data,management analytical data,Concept,"Management analytical data is derived from the analysis of raw performance data of NFs and other management data such as alarm information and configuration data. It is used to diagnose current issues and predict potential failures or performance degradation in the mobile network. It can indicate resource deterioration, overload situations, or potential failures.",chunk-de5e3d9660b0de6a395448c4128f72c0,../3GPP-trunked/Rel-19/28_series/28550-j00.md4.2,1770235128,Rel-19/28_series/28550-j00/graph_chunk_entity_relation.graphml,Rel-19,management analytical data,overload
High Network Congestion,overload situation,overload situation,Terminology,,chunk-de5e3d9660b0de6a395448c4128f72c0,../3GPP-trunked/Rel-19/28_series/28550-j00.md4.2,1770235128,Rel-19/28_series/28550-j00/graph_chunk_entity_relation.graphml,Rel-19,overload situation,overload
High Network Congestion,Retry-Interval AVP,Retry-Interval AVP,Concept,"Retry-Interval AVP is an AVP (Attribute-Value Pair) with AVP code 541, of type Unsigned32, used to indicate a time interval in seconds. It specifies the duration to wait before the Application Function (AF) retries sending the same service information to the Policy and Charging Rules Function (PCRF) for the same IP-CAN session when the service information is temporarily rejected, such as due to congestion in the cell where the user is located.",chunk-2dbadc94f0636283f63d8b906c0fd444,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.39,1770187350,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,Retry-Interval AVP,congestion
High Network Congestion,service information,service information,Concept,"Service information refers to data sent by the Application Function (AF) to the Policy and Charging Rules Function (PCRF) for policy and charging control purposes, and is subject to temporary rejection due to network congestion, prompting a retry after the Retry-Interval AVP duration.",chunk-2dbadc94f0636283f63d8b906c0fd444,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.39,1770187583,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,service information,congestion; network congestion
High Network Congestion,INSUFFICIENT_SERVER_RESOURCES,INSUFFICIENT_SERVER_RESOURCES,Concept,"INSUFFICIENT_SERVER_RESOURCES is a value of the Abort-Cause AVP with code 1, used to indicate that the server is overloaded and must abort the session due to lack of server resources.",chunk-9c40279a3cd14bbd3ec3d4492050add8,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.1,1770186967,Rel-19/29_series/29214-j00/graph_chunk_entity_relation.graphml,Rel-19,INSUFFICIENT_SERVER_RESOURCES,overload
High Network Congestion,NWDAF service consumer,NWDAF service consumer,Technology,"NWDAF service consumer is an entity that invokes service operations to obtain NF load analytics. It may be a network function (NF) or the OAM.<SEP>NWDAF service consumer is a network function (e.g., NEF, AF, or PCF) that requests User Data Congestion Analytics from the NWDAF. It may invoke Nnwdaf_AnalyticsInfo_Request or Nnwdaf_EventsSubscription_Subscribe service operations to obtain the analytics.<SEP>NWDAF service consumer is a network function (e.g., an Application Function) that requests QoS Sustainability Analytics from the NWDAF using service operations such as Nnwdaf_AnalyticsInfo_Request or Nnwdaf_EventsSubscription_Subscribe.",chunk-efecb73c7a2ed1864cd0e9a61929d035<SEP>chunk-d9fc3c74c2afcfe04bc631fd88e62f16<SEP>chunk-43b8531cb49dd95202ff0d5dbf74ae66,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.4<SEP>../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.10<SEP>../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.11,1770189087,Rel-19/29_series/29526-j00/graph_chunk_entity_relation.graphml,Rel-19,NWDAF service consumer,congestion
High Network Congestion,User Data Congestion Analytics,User Data Congestion Analytics,Concept,"User Data Congestion Analytics is a procedure used by the NWDAF service consumer to obtain congestion-related analytics calculated by the NWDAF based on data collected from AMF, OAM, UPF, and/or AF. It involves invoking specific service operations such as Nnwdaf_AnalyticsInfo_Request and Nnwdaf_EventsSubscription_Subscribe with the event ""USER_DATA_CONGESTION"" and feature ""UserDataCongestion"".",chunk-efecb73c7a2ed1864cd0e9a61929d035,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.10,1770189075,Rel-19/29_series/29526-j00/graph_chunk_entity_relation.graphml,Rel-19,User Data Congestion Analytics,congestion
High Network Congestion,User Data Congestion analytics,User Data Congestion analytics,Concept,"User Data Congestion analytics is a type of analytics calculated by the NWDAF based on data collected from AMF, OAM, UPF, and/or AF, used to monitor and manage data congestion in the network.",chunk-fcbbd90c8139dce2935ba717315ad23d,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.10,1770189075,Rel-19/29_series/29526-j00/graph_chunk_entity_relation.graphml,Rel-19,User Data Congestion analytics,congestion
High Network Congestion,Session Management Congestion Control Experience Analytics,Session Management Congestion Control Experience Analytics,Concept,"Session Management Congestion Control Experience Analytics is a type of analytics calculated by the NWDAF based on information collected from the SMF. It is used to assess congestion control experiences in session management and can be obtained via Nnwdaf_AnalyticsInfo_Request or Nnwdaf_EventsSubscription_Subscribe service operations with the event ""SM_CONGESTION"" and feature ""SMCCE"".",chunk-d5d74635699f3cce91ff69b8368341a5,../3GPP-trunked/Rel-19/29_series/29552-j20.md5.7.14,1770189117,Rel-19/29_series/29579-j10/graph_chunk_entity_relation.graphml,Rel-19,Session Management Congestion Control Experience Analytics,congestion
High Network Congestion,MCVideo server,MCVideo server,Technology,"MCVideo server is a component that sends uplink L4S feedback information to the MCVideo client and receives downlink L4S feedback information from the MCVideo client.<SEP>MCVideo server is a component that determines the use of 5GS L4S capability to obtain congestion information via ECN marking, processes UL media streams with ECN marking, and generates L4S feedback reports to control UL stream transmission.",chunk-4eb59dea0097e0c021683cde5fe8ed5f<SEP>chunk-931319fcd1212a35c5952328b49446bf,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.2.1<SEP>../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.2,1770213946,Rel-19/33_series/33216-j00/graph_chunk_entity_relation.graphml,Rel-19,MCVideo server,congestion
High Network Congestion,L4S information,L4S information,UNKNOWN,"The L4S ECN information reported related to DL congestion if it is sent from the MCVideo client to the MCVideo server, or related to the UL congestion if it is sent from the MCVideo server to the MCVideo client.",chunk-931319fcd1212a35c5952328b49446bf,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.2.1,1770213958,Rel-19/33_series/33216-j00/graph_chunk_entity_relation.graphml,Rel-19,L4S information,congestion
High Network Congestion,IP header,IP header,Signal,IP header is the network layer header in IP packets that includes ECN marking to convey congestion information from the 5GS to the MCVideo client.,chunk-3504f8ae4dcbbe248a1ad6e07c21628c,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.1,1770213941,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,IP header,congestion
High Network Congestion,DL media stream,DL media stream,Signal,"DL media stream is the downlink media data transmitted from the MCVideo server to the MCVideo UE, which carries ECN marking in the IP header to reflect the current network congestion status.",chunk-3504f8ae4dcbbe248a1ad6e07c21628c,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.1,1770213941,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,DL media stream,congestion; network congestion
High Network Congestion,One-to-server video push enhancement,One-to-server video push enhancement,Concept,"One-to-server video push enhancement is a signaling control plane procedure where the MCVideo client initiates the establishment of a video push, enhanced by ECN marking to leverage L4S capability for improved UL stream transmission control. It requires the MCVideo server to have obtained L4S handling capability from the MCVideo client and involves interaction with the 5GS to request and receive ECN marking for congestion information.",chunk-4eb59dea0097e0c021683cde5fe8ed5f,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.2,1770213943,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,One-to-server video push enhancement,congestion
High Network Congestion,UL media stream,UL media stream,Signal,"UL media stream is the uplink data flow from the MCVideo client to the MCVideo server, which carries media packets and includes ECN marking in the IP header to reflect network congestion status.",chunk-4eb59dea0097e0c021683cde5fe8ed5f,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.2,1770213943,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,UL media stream,congestion; network congestion
High Network Congestion,congestion information,congestion information,Concept,"Congestion information is the network status data derived from ECN marking in the UL media stream, exposed by the 5GS to the MCVideo server for use in feedback and stream control.",chunk-4eb59dea0097e0c021683cde5fe8ed5f,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.2,1770213943,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,congestion information,congestion
High Network Congestion,L4S capability,L4S capability,Concept,"L4S capability is a network feature that enables low-latency, low-loss, and scalable services by allowing ECN marking in the IP header to convey congestion information. It is utilized by the MCVideo server to improve UL stream transmission control.",chunk-4eb59dea0097e0c021683cde5fe8ed5f,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.2,1770213949,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,L4S capability,congestion
High Network Congestion,UL congestion level information,UL congestion level information,Terminology,,chunk-e35ab85b247f5e2704de69d754862534,../3GPP-trunked/Rel-19/23_series/23503-j30.mdNone,1770228146,Rel-19/38_series/38101-3-j10_s00-05/graph_chunk_entity_relation.graphml,Rel-19,UL congestion level information,congestion
High Network Congestion,Exposure of network information,Exposure of network information,Concept,"Exposure of network information is a feature enabling the Application Function (AF) to subscribe for real-time network condition data, including congestion levels, packet delay, round-trip delay, Available Bitrate, data rate, and Data Rate Limitation information for both GBR and non-GBR service data flows and UE PDU Sessions. This supports real-time media codec and traffic adaptation based on network conditions.",chunk-e35ab85b247f5e2704de69d754862534,../3GPP-trunked/Rel-19/23_series/23503-j30.mdNone,1770228146,Rel-19/38_series/38101-3-j10_s00-05/graph_chunk_entity_relation.graphml,Rel-19,Exposure of network information,congestion
High Network Congestion,DL congestion level information,DL congestion level information,Terminology,,chunk-e35ab85b247f5e2704de69d754862534,../3GPP-trunked/Rel-19/23_series/23503-j30.mdNone,1770228146,Rel-19/38_series/38101-3-j10_s00-05/graph_chunk_entity_relation.graphml,Rel-19,DL congestion level information,congestion
High Network Congestion,Session Management Congestion Control Experience,Session Management Congestion Control Experience,Terminology,,chunk-066c308ba0343449c2757003f84f1fc4,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.1.3,1770216752,Rel-19/38_series/38133-j00_cover/graph_chunk_entity_relation.graphml,Rel-19,Session Management Congestion Control Experience,congestion
High Network Congestion,Policy decisions based on network analytics,Policy decisions based on network analytics,Concept,"Policy decisions based on network analytics is a functionality that enables the PCF to make policy decisions by leveraging analytics information associated with specific Analytics IDs defined in TS 23.288 [24]. The analytics information can be sourced directly from NWDAF or via DCCF, depending on deployment. The PCF uses local configuration to determine whether to retrieve Analytics IDs directly from NWDAF or through DCCF. The PCF performs discovery and selection of NWDAF and DCCF as per TS 23.501 [2] and subscribes/unsubscribes to analytics data as defined in TS 23.288 [24]. The AMF and/or SMF may include a list of NWDAF instance IDs and associated Analytics IDs in AM/SM Policy Association procedures. The PCF may use these provided instances for subscription or perform its own NWDAF discovery if needed. The relevant Analytics IDs include: ""Load level information"", ""Service Experience"", ""Network Performance"", ""Abnormal behaviour"", ""UE Mobility"", ""UE Communication"", ""User Data Congestion"", ""Data Dispersion"", ""Session Management Congestion Control Experience",chunk-57543a4a83ea4310d62a27eba579f11e,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.1.3,1770216855,Rel-19/38_series/38133-j00_cover/graph_chunk_entity_relation.graphml,Rel-19,Policy decisions based on network analytics,congestion
High Network Congestion,N marking for L4S,N marking for L4S,Concept,"N marking for L4S refers to the Explicit Congestion Notification (ECN) marking for Low Latency, Low Loss, and Scalable throughput (L4S) traffic. It can no longer be performed or can again be performed, and the SMF notifies the PCF of such changes.",chunk-3615e8475af1d4932dc249dd648c6eaf,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.3.5,1770221029,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,N marking for L4S,congestion
High Network Congestion,ECN marking for L4S,ECN marking for L4S,Concept,ECN marking for L4S is a congestion control mechanism used in L4S traffic to signal network congestion. The SMF notifies the PCF when this marking can no longer or can again be performed.,chunk-3615e8475af1d4932dc249dd648c6eaf,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.3.5,1770221034,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,ECN marking for L4S,congestion; network congestion
Resource Allocation Bugs,Energy credit Provisioning,Energy credit Provisioning,Concept,Energy credit Provisioning is a component of Solution #23 that involves the allocation and management of energy credits for policy control purposes.,chunk-fa0c1c86584a5f1167e4f42db03d31bd,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.23,1770201823,Rel-19/22_series/22125-j20/graph_chunk_entity_relation.graphml,Rel-19,Energy credit Provisioning,allocation
Resource Allocation Bugs,ng-eNB,ng-eNB,Technology,"ng-eNB is a next-generation evolved Node B, a network element in 5G NR that manages radio resources and communicates with UEs, AMFs, and neighboring NG-RAN nodes.",chunk-5d0af1455f55a9be70a74fa43c8ded6f,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.33,1770200442,Rel-19/22_series/22137-j10/graph_chunk_entity_relation.graphml,Rel-19,ng-eNB,radio resource
Resource Allocation Bugs,RANAP,RANAP,Technology,"RANAP is a radio access network application protocol used in UMTS networks for managing radio resources and mobility, defined in TS 25.413. It supports procedures such as RAB assignment, relocation, paging, and error indication, and includes parameters like RAB ID, Cause, and Identity fields.",chunk-b68b1449c05b918c615b607703833122,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,RANAP,radio resource
Resource Allocation Bugs,RRC,RRC,Technology,"RRC (Radio Resource Control) is a protocol layer in LTE that manages radio resources and signaling between the UE and the network, operating over the Uu interface.<SEP>RRC is the Radio Resource Control protocol used for signaling between the UE and eNB over the Uu interface. It manages connection setup, maintenance, and release, and is involved in trace recording sessions with both dedicated and non-dedicated measurements",chunk-4487483e384352de7113c87b53f8c00e<SEP>chunk-d49a372292f47db9aab0f78e5c36b5bc,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,RRC,radio resource
Resource Allocation Bugs,Fully pooled radio resources between two POPs,Fully pooled radio resources between two POPs,Concept,"Fully pooled radio resources between two POPs is a use case where cells are shared between POP A and POP B, with radio resources of the S-RAN fully pooled and UEs from both POP A and POP B served in a first come first served mode, as agreed in the RAN sharing agreement between MOP and POPs.",chunk-3e55e30e677e3f7612b93056fd9d6fd4,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.1,1770200084,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,Fully pooled radio resources between two POPs,radio resource
Resource Allocation Bugs,first come first served mode,first come first served mode,Concept,"First come first served mode is a resource allocation strategy used in the Fully pooled radio resources between two POPs use case, where UEs from POP A and POP B are served in the order of their arrival on the S-RAN.",chunk-3e55e30e677e3f7612b93056fd9d6fd4,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.1,1770200084,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,first come first served mode,resource allocation; radio resource; allocation
Resource Allocation Bugs,BSSAP+,BSSAP+,Technology,"BSSAP+ (BSS Application Part Plus) is a signaling protocol used for communication between the BSS and the MSC/VLR over the Gs interface, supporting GPRS-related procedures.<SEP>BSSAP+ is an enhanced version of the BSSAP protocol used in the Gs interface for handling mobility and session management, supporting signals such as LOCATION-UPDATE-REQUEST, MS-ACTIVITY-INDICATION, and TMSI-REALLOCATION-COMPLETE, and defined in TS 29.018.",chunk-4411b49d1b36beb6776ebb723ea5a246<SEP>chunk-1a1ec11419b537ac9406e97df160dafe,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.4,1770199955,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,BSSAP+,allocation
Resource Allocation Bugs,Iur,Iur,Technology,"Iur is a logical interface in UTRAN connecting two RNCs, enabling handover and resource management between neighboring RNCs. It is used in trace recording sessions to capture RNSAP messages between the traced RNC and a neighboring RNC.",chunk-64b3aecf257bc5018ec34d263de5bfe4,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199955,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,Iur,resource management
Resource Allocation Bugs,Iub,Iub,Technology,"Iub is a network interface in UMTS that connects the Node B to the RNC, used for signaling and data transfer in radio link management.<SEP>Iub is a logical interface in UTRAN connecting the RNC to the Node B. It carries signaling and user data for managing radio resources and is used in trace recording sessions to capture NBAP messages between the traced RNC and Node B or cell.",chunk-64b3aecf257bc5018ec34d263de5bfe4<SEP>chunk-372cc4cac8d4ab605925ece8f9ee4109,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199963,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,Iub,radio resource
Resource Allocation Bugs,RNC,RNC,Technology,"RNC (Radio Network Controller) is a network element in UTRAN responsible for managing radio resources and controlling Node Bs. In the context of UTRAN Trace Record Content, the RNC is the entity being traced, and its identity (rncID) is recorded in various messages.",chunk-64b3aecf257bc5018ec34d263de5bfe4,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199963,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,RNC,radio resource
Resource Allocation Bugs,LOCATION-UPDATE-REQUEST,LOCATION-UPDATE-REQUEST,Signal,"LOCATION-UPDATE-REQUEST is a BSSAP signal used in the Gs interface for requesting location updates, associated with MS activity indication and TMSI reallocation completion, and is defined in TS 29.018.",chunk-1a1ec11419b537ac9406e97df160dafe,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.4,1770199966,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,LOCATION-UPDATE-REQUEST,allocation
Resource Allocation Bugs,MS-ACTIVITY-INDICATION,MS-ACTIVITY-INDICATION,Signal,"MS-ACTIVITY-INDICATION is a BSSAP signal sent to indicate mobile station activity, used in conjunction with LOCATION-UPDATE-REQUEST and TMSI-REALLOCATION-COMPLETE, and defined in TS 29.018.",chunk-1a1ec11419b537ac9406e97df160dafe,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.4,1770199967,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,MS-ACTIVITY-INDICATION,allocation
Resource Allocation Bugs,TMSI-REALLOCATION-COMPLETE,TMSI-REALLOCATION-COMPLETE,Signal,"TMSI-REALLOCATION-COMPLETE is a BSSAP signal indicating completion of TMSI reallocation, used with LOCATION-UPDATE-REQUEST and MS-ACTIVITY-INDICATION, and defined in TS 29.018.",chunk-1a1ec11419b537ac9406e97df160dafe,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.4,1770199967,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,TMSI-REALLOCATION-COMPLETE,allocation
Resource Allocation Bugs,BEARER RESOURCE ALLOCATION REQUEST,BEARER RESOURCE ALLOCATION REQUEST,Concept,BEARER RESOURCE ALLOCATION REQUEST is a message used in EPS Session Management to request allocation of radio,chunk-3823fbe97d94ca28a02c8a70e802c874,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200075,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,BEARER RESOURCE ALLOCATION REQUEST,resource allocation; allocation
Resource Allocation Bugs,network energy saving and efficiency,network energy saving and efficiency,Concept,"Network energy saving and efficiency refers to the optimization of power consumption in the 5G network infrastructure through architectural and operational improvements, including dynamic resource allocation and intelligent power management.",chunk-26f4c7b07c8146fd1cd5e0f3512f89d9,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.15.1,1770201498,Rel-19/22_series/22876-j10/graph_chunk_entity_relation.graphml,Rel-19,network energy saving and efficiency,resource allocation; allocation
Resource Allocation Bugs,Radio resources partitioning between two POPs for the shared NG-RAN,Radio resources partitioning between two POPs for the shared NG-RAN,Concept,"Radio resources partitioning between two POPs for the shared NG-RAN is a use case where radio access network elements, specifically one of multiple shared NG-RAN network elements, are shared between POP A (identified by PLMN A) and POP B (identified by PLMN B). The partitioning is governed by a RAN sharing agreement between POP A and POP B, which defines how radio resources such as PRB, RRC connection, and DRB are allocated. The partitioning policies (e.g. RRMPolicyRatio) are agreed upon and implemented via RRMPolicy, with detailed definitions found in clause 4.3.36 of TS 28.541 [8]. In this use case, POP A is allocated 20% dedicated, 30% prioritized, and 50% shared resources, while POP B is allocated 30% prioritized and 20% shared resources. The MOP-NM (MnS consumer) obtains these policies and sends them to MOP-SR-DM (MnS producer) for configuration of shared NG-RAN NEs",chunk-284bcf8619d71535a04c85141579e495,../3GPP-trunked/Rel-19/32_series/32130-j00.md5.4.6,1770200195,Rel-19/22_series/22916-j00/graph_chunk_entity_relation.graphml,Rel-19,Radio resources partitioning between two POPs for the shared NG-RAN,radio resource
Resource Allocation Bugs,Shared NG-RAN NE(s),Shared NG-RAN NE(s),Technology,Shared NG-RAN NE(s) are Next Generation Radio Access Network Network Elements that are shared among multiple operators in a Multi-Operator Core Network (MOCN) scenario. These network elements are managed through defined workflows to ensure coordinated operation and resource allocation.,chunk-806e528c34a886033b335f8cf134f8d4,../3GPP-trunked/Rel-19/32_series/32130-j00.md7,1770200285,Rel-19/22_series/22916-j00/graph_chunk_entity_relation.graphml,Rel-19,Shared NG-RAN NE(s),resource allocation; allocation
Resource Allocation Bugs,Network Elements,Network Elements,Technology,"Network Elements are physical or logical components within a telecommunications network that perform specific functions such as signal processing, routing, or resource management. In this context, they refer to NG-RAN Network Elements shared in a MOCN scenario.",chunk-806e528c34a886033b335f8cf134f8d4,../3GPP-trunked/Rel-19/32_series/32130-j00.md7,1770200285,Rel-19/22_series/22916-j00/graph_chunk_entity_relation.graphml,Rel-19,Network Elements,resource management
Resource Allocation Bugs,Custom Operations without associated resource,Custom Operations without associated resource,Concept,Custom Operations without associated resource is a concept defined in section 6.1.4 that refers to operations performed without the allocation or association of dedicated resources.,chunk-4559b6b05d5049b2a67d89107a2d6ffd,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.4,1770194186,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Custom Operations without associated resource,allocation
Resource Allocation Bugs,Northbound API procedures,Northbound API procedures,Concept,"Northbound API procedures operate across the T8 reference point and are specified in 3GPP TS 23.682 [243] and TS 29.122 [230]. These procedures include Monitoring, Resource management of Background Data Transfer, Changing the chargeable party at session set up or during the session, Non-IP Data Delivery, Device Triggering, Group Message Delivery, Reporting of Network Status, Communication Pattern Parameters Provisioning, PFD Management, Enhanced Coverage Restriction Control, Network Parameter Configuration, Setting up an AS session with required QoS, MSISDN-less Mobile Originated SMS, Request for time synchronization and time sensitive communication service, and Request for Ranging and Sidelink Positioning service.",chunk-27350ef36a2ee386dad1c20dc6846005,../3GPP-trunked/Rel-19/32_series/32254-j00.md5.1.1,1770196121,Rel-19/23_series/23204-j10/graph_chunk_entity_relation.graphml,Rel-19,Northbound API procedures,resource management
Resource Allocation Bugs,Resource management of Background Data Transfer,Resource management of Background Data Transfer,Concept,Resource management of Background Data Transfer is a Northbound API procedure that operates across the T8 reference point and is specified in 3GPP TS 23.682 [243] and TS 29.122 [230].,chunk-27350ef36a2ee386dad1c20dc6846005,../3GPP-trunked/Rel-19/32_series/32254-j00.md5.1.1,1770196121,Rel-19/23_series/23204-j10/graph_chunk_entity_relation.graphml,Rel-19,Resource management of Background Data Transfer,resource management
