matched_terms,entity_id,entity_type,description,source_id,file_path
frequency offset,IoT in 3GPP,Concept,"IoT in 3GPP is a study initiative (SI) focused on developing a harmonized air interface design for Ambient IoT with minimized differences across implementations. It aims to support devices with very low power consumption and specific signal processing constraints, including energy harvesting, frequency offset tolerance, and backscatter or internal transmission mechanisms.",chunk-a63ed387b78494493aaab3148c4b362b,../3GPP-trunked/Rel-19/38_series/38769-j00.md1
frequency offset,1 µW peak power consumption,Technology,"A power consumption level for Ambient IoT devices that requires energy storage, tolerates initial sampling frequency offset (SFO) up to 10X ppm, does not support R2D or D2R amplification, and uses backscattered transmission on an externally provided carrier wave.",chunk-a63ed387b78494493aaab3148c4b362b,../3GPP-trunked/Rel-19/38_series/38769-j00.md1
frequency offset,a few hundred µW peak power consumption,Technology,"A power consumption level for Ambient IoT devices that requires energy storage, tolerates initial sampling frequency offset (SFO) up to 10X ppm, supports both R2D and/or D2R amplification, and allows the device’s D2R transmission to be generated internally or backscattered on an externally provided carrier wave.",chunk-a63ed387b78494493aaab3148c4b362b,../3GPP-trunked/Rel-19/38_series/38769-j00.md1
frequency offset,initial sampling frequency offset (SFO),Terminology,,chunk-a63ed387b78494493aaab3148c4b362b,../3GPP-trunked/Rel-19/38_series/38769-j00.md1
mobility,AF influence on Access and Mobility related policy control,UNKNOWN,clause 4.15.6.9 of TS 23.502 [3],chunk-1c623a3c4f8f1cca07d7d2fcdef846d2,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.6.0
frequency error,IAB-DU,Technology,"IAB-DU (Integrated Access and Backhaul - Distribution Unit) is a component in an IAB system responsible for handling uplink and downlink transmission, with defined test requirements for output power dynamics, frequency error, and other parameters.",chunk-e489c0022a82fe049386c48654666b61,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.2
frequency error,IAB-MT,Technology,"IAB-MT (Integrated Access and Backhaul - Multi-Transport) is a component in an IAB system responsible for transmission and reception, with defined test requirements for output power dynamics, frequency error, and other parameters.",chunk-e489c0022a82fe049386c48654666b61,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.2
frequency error,Transmitter,Technology,"The Transmitter is a component or system responsible for sending signals, with performance evaluated through various test procedures including output power, frequency error, EVM, time alignment, timing error, occupied bandwidth, ACLR, unwanted emissions, spurious emissions, and intermodulation.",chunk-e489c0022a82fe049386c48654666b61,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.2
frequency error,Frequency Error,Signal,"Frequency Error is the deviation of the transmitted signal frequency from the nominal value, measured in Hz and subject to defined tolerance limits based on frequency and component type.",chunk-e489c0022a82fe049386c48654666b61,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.2
fading,Measurement of performance requirements,Concept,"Measurement of performance requirements is a procedure defined in clause 4.1.2.4 for assessing the maximum test system uncertainty in performance evaluations under various channel conditions, including fading and AWGN, with specific uncertainty values derived from signal-to-noise ratio and fading profile power uncertainties.",chunk-cc3d0292af6d2d0c5c6d1c2a8b40c763,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.4
fading,PUSCH,Technology,"PUSCH is a physical uplink shared channel used for transmitting data from the UE to the base station, evaluated under single antenna port and fading channel conditions with a maximum test system uncertainty of ±0.6 dB.",chunk-cc3d0292af6d2d0c5c6d1c2a8b40c763,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.4
fading,PUCCH,Technology,"PUCCH is a physical uplink control channel used for transmitting control information from the UE to the base station, evaluated under single antenna port and fading channel conditions with a maximum test system uncertainty of ±0.6 dB.",chunk-cc3d0292af6d2d0c5c6d1c2a8b40c763,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.4
fading,PDCCH,Technology,"PDCCH is a physical downlink control channel used for transmitting control information from the base station to the UE, evaluated under 1Tx and fading channel conditions with a maximum test system uncertainty of ±0.6 dB.",chunk-cc3d0292af6d2d0c5c6d1c2a8b40c763,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.4
fading,PDSCH,Technology,"PDSCH is a physical downlink shared channel used for transmitting data from the base station to the UE, evaluated under 2Tx and fading channel conditions with a maximum test system uncertainty of ±0.8 dB.",chunk-cc3d0292af6d2d0c5c6d1c2a8b40c763,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.4
channel state,CSI reporting,Technology,CSI reporting is a process where the UE reports channel state information to,chunk-cc3d0292af6d2d0c5c6d1c2a8b40c763,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.4
frequency offset,"Foffset,high",Concept,"Foffset,high is the frequency offset from FC,high to the upper passband edge.",chunk-6ad2ba78d2848786bd7fb116027e92e5,../3GPP-trunked/Rel-19/38_series/38106-j00.mdNone
frequency offset,"Foffset,low",Concept,"Foffset,low is the frequency offset from FC,low to the lower passband edge.",chunk-6ad2ba78d2848786bd7fb116027e92e5,../3GPP-trunked/Rel-19/38_series/38106-j00.mdNone
frequency error,Requirement set SAN type 1-H,Concept,"Requirement set SAN type 1-H is a configuration of requirements applicable to a specific SAN type, with defined clauses for each requirement. It includes requirements such as SAN output power (clause 6.2), Output power dynamics (clause 6.3), Frequency error (clause 6.5.1), Modulation quality (clause 6.5.2), and others, while some are marked as not applicable (NA).",chunk-e22fc48d3e4e5c37915bc7b56f18b0b0,../3GPP-trunked/Rel-19/38_series/38108-j00.md4.6
frequency error,Requirement set SAN type 2-O,Concept,"Requirement set SAN type 2-O is a configuration of requirements applicable to a specific SAN type, with defined clauses for each requirement. It includes requirements such as Radiated transmit power (clause 9.2), OTA SAN output power (clause 9.3), OTA output power dynamics (clause 9.4), OTA frequency error (clause 9.6.1), OTA modulation quality (clause 9.6.2), OTA occupied bandwidth (clause 9.7.2), OTA ACLR (clause 9.7.3), OTA out-of-band emission (clause 9.7.4), OTA transmitter spurious emission (clause 9.7.5), OTA sensitivity (clause 10.2), OTA reference sensitivity level (clause 10.3), OTA ACS (clause 10.5.1), OTA out-of-band blocking (clause 10.6), OTA in-channel selectivity (clause 10.9), and Radiated performance requirements (clause 11), while some are marked as not applicable (NA).",chunk-e22fc48d3e4e5c37915bc7b56f18b0b0,../3GPP-trunked/Rel-19/38_series/38108-j00.md4.6
mobility,Policy decisions based on spending limits,Concept,"Policy decisions based on spending limits is a functionality that enables the PCF to take actions based on the status of policy counters maintained in the CHF. These counters are provided by the CHF in the non-roaming case or the H-CHF in the Home Routed roaming case for the PDU Session, and by the CHF in the non-roaming case or the H-CHF in the roaming case for the UE. The functionality applies to session management (SM), access and mobility management (AM), and UE policy control depending on the roaming scenario. The PCF determines enforcement of SM, UE, and/or AM policies based on subscriber spending limits as defined in clause 6.2.1.3. In the context of this function, UE policy control refers specifically to URSP.",chunk-ec6d2cbd8abae0d4310e8e90f826f3f6,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.1.4
mobility,UE Mobility,Concept,"UE Mobility is a type of network analytics that can be retrieved via NWDAF services, as described in clause 6.7.2 of TS 23.288 [24]. It involves statistics or predictions related to user equipment mobility, and the PCF can subscribe to notifications using the NWDAF_AnalyticsSubscription_Subscribe service operation with Analytics ID ""UE Mobility"".",chunk-6e1b6baa4e43ba38142a64041c41196c,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.1.3
mobility,Policy decisions based on network analytics,Concept,"Policy decisions based on network analytics is a functionality that enables the PCF to make policy decisions by leveraging analytics information associated with specific Analytics IDs defined in TS 23.288 [24]. The analytics information can be sourced directly from NWDAF or via DCCF, depending on deployment. The PCF uses local configuration to determine whether to retrieve Analytics IDs directly from NWDAF or through DCCF. The PCF performs discovery and selection of NWDAF and DCCF as per TS 23.501 [2] and subscribes/unsubscribes to analytics data as defined in TS 23.288 [24]. The AMF and/or SMF may include a list of NWDAF instance IDs and associated Analytics IDs in AM/SM Policy Association procedures. The PCF may use these provided instances for subscription or perform its own NWDAF discovery if needed. The relevant Analytics IDs include: ""Load level information"", ""Service Experience"", ""Network Performance"", ""Abnormal behaviour"", ""UE Mobility"", ""UE Communication"", ""User Data Congestion"", ""Data Dispersion"", ""Session Management Congestion Control Experience",chunk-57543a4a83ea4310d62a27eba579f11e,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.1.3
mobility,SA,Technology,"SA refers to Stand-alone network architecture, which is a 5G network deployment mode that operates independently without relying on legacy 4G infrastructure. It supports RRC_IDLE state for mobility management.",chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4
mobility,RRC_IDLE state,Concept<SEP>UNKNOWN,RRC_IDLE state is a state in the radio resource control (RRC) protocol where the mobile device is not actively connected to the network and is in a low-power mode. It is associated with the SA (Stand-alone) network architecture and is used for mobility management.<SEP>RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4
mobility,Measurements of inter-RAT E-UTRAN ce,Concept,Measurements of inter-RAT E-UTRAN ce is a procedure defined in section 4.2.2.5 for assessing and evaluating radio measurements between E-UTRAN and other radio access technologies (RATs). It involves cross-technology signal evaluation to support handover and mobility management decisions.,chunk-68e3a9ae954117a786667e08991a6eb5,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.5
mobility,Measurements of intra-frequency NR cells,Concept,"Measurements of intra-frequency NR cells refer to the process by which a User Equipment (UE) performs measurements on neighboring NR cells operating on the same frequency band, as part of the mobility management procedure. This is applicable when the UE is configured with relaxed measurement criteria.",chunk-5b39cc78c20605d49721db326aafb391,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9
mobility,Measurements for UE fulfilling low mobility criteria,Concept,Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.9.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.10.2 that applies to User Equipment (UE) meeting low mobility conditions. It is related to radio resource management and signal measurement processes in a cellular network.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.11.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.,chunk-3d588c203ef3c80e0c9b1a6209939527<SEP>chunk-7e657eb43175b0e6695a7083228ee6c2<SEP>chunk-a3e2859d54b24adca8b10010497e715e,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11.2
mobility,low mobility criteria,Concept<SEP>UNKNOWN,"(no description)<SEP>low mobility criteria refers to the conditions or thresholds used to determine whether a User Equipment (UE) is classified as having low mobility, typically involving slow movement or minimal changes in signal characteristics. It is a condition under which Measurements for UE fulfilling low mobility criteria is applied.<SEP>low mobility criteria refers to the conditions that determine whether a User Equipment (UE) is classified as having low mobility, which influences the measurement procedures applied to the UE.<SEP>The procedure is applied to UE that fulfill low mobility criteria",chunk-3d588c203ef3c80e0c9b1a6209939527<SEP>chunk-a3e2859d54b24adca8b10010497e715e<SEP>chunk-7e657eb43175b0e6695a7083228ee6c2,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2
mobility,Measurements for UE fulfilling low mobility and not-at-cell edge criteria,Concept,Measurements for UE fulfilling low mobility and not-at-cell edge criteria is a defined set of procedures or conditions related to user equipment (UE) that exhibit low mobility and are not located at the cell edge. These measurements are specified in section 4.2.2.9.4 and are used to optimize network performance under specific UE mobility and positioning conditions.<SEP>Measurements for UE fulfilling low mobility and not-at-cell edge criteria is a defined set of measurements applied to User Equipment (UE) that meet the conditions of low mobility and are not located at the cell edge. These measurements are specified under section 4.2.2.10.4.<SEP>Measurements for UE fulfilling low mobility and not-at-cell edge criteria is a defined set of measurements applied to User Equipment (UE) that meet the conditions of low mobility and are not located at the cell edge. These measurements are specified under section 4.2.2.11.4.,chunk-d09eab12a308242cde9729be3ffa9d8a<SEP>chunk-8ce7b64fac9042a12a52e1e594982023<SEP>chunk-77d386ac73bb4f5d70a2e0d05400f305,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.4<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.4<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11.4
mobility,Measurements of inter-frequency NR cells,Concept,Measurements of inter-frequency NR cells refer to the process performed by a User Equipment (UE) configured with relaxed measurement criteria to measure neighboring NR cells operating on different frequency bands. This is part of the mobility management procedure in 5G NR networks.,chunk-12c2d2ba95dd4a6ecc22d7aa9d88ec46,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10
mobility,low mobility,UNKNOWN,,,
mobility,Measurements for UE fulfilling low mobility and not-at-cell edge criterion,Concept,"This concept defines measurement procedures for UE that satisfy both low mobility and not-at-cell edge conditions, applicable in section 4.2B.2.10.11 and referenced on page 222.",chunk-f615c23974ca2d3c80e11798ef341688,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.12
mobility,Measurements for a UE fulfilling low mobility and stationary criteria,Concept,"This concept defines measurement procedures for UE that satisfy both low mobility and stationary criteria, applicable in section 4.2B.2.11.4 and referenced on page 225.",chunk-f615c23974ca2d3c80e11798ef341688,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.12
mobility,Detected cell requirement,Concept,"Detected cell requirement is a condition that must be satisfied during state transition and in Idle mode, ensuring proper cell detection for mobility management and network connectivity.",chunk-3d5e64b7a676b4ab10aa9711329d4ab6,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.4.2.1
mobility,Idle mode,Concept<SEP>UNKNOWN,Idle mode is a state in a mobile network where the device is not actively communicating but remains registered with the network for call reception and location tracking.<SEP>Detected cell requirement is required in Idle mode for proper network registration and mobility management,chunk-3d5e64b7a676b4ab10aa9711329d4ab6,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.4.2.1
channel state,Intra-frequency CSI-RSRP accuracy requirements,Concept,Intra-frequency CSI-RSRP accuracy requirements are defined in section 10.1.2.3 and specify the accuracy standards for Channel State Information Reference Signal Received Power (CSI-RSRP) measurements within the same frequency band.,chunk-9b5550b14d21a282b2b3cee7e1599b53,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3
mobility,rlm-Relaxation-r17,Technology,rlm-Relaxation-r17 is a feature introduced in Release 17 that allows the UE to apply relaxed requirements for radio link monitoring when configured with explicit signaling of goodServingCellEvaluationRLM. It is enabled by the network and applies only when specific conditions related to serving cell quality and mobility are met.,chunk-673d7cf7708e9adee900179d66fe882f,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.1.1
mobility,relaxed requirements,Concept,"relaxed requirements refer to the modified criteria defined in clause 8.1.2.4 for SSB-based radio link monitoring and clause 8.1.3.4 for CSI-RS-based radio link monitoring, which are allowed to apply to relaxed RLM measurements on SpCell after fulfilling specific conditions related to serving cell quality and mobility.",chunk-673d7cf7708e9adee900179d66fe882f,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.1.1
channel state,CSI-RS based radio link monitoring,Concept,"CSI-RS based radio link monitoring is a method of assessing radio link quality using CSI-RS (Channel State Information Reference Signal) measurements on the SpCell. It is subject to relaxed requirements defined in clause 8.1.3.4 when specific conditions are met.<SEP>CSI-RS based radio link monitoring is a requirement defined in section 8.1.3 for assessing the quality of radio links using Channel State Information Reference Signals (CSI-RS). It is used to monitor the integrity and performance of the wireless communication link between the User Equipment (UE) and the base station (gNB).<SEP>CSI-RS based radio link monitoring is a procedure for evaluating downlink radio link quality using CSI-RS resources, applicable to UEs fulfilling relaxed measurement criteria. It requires the UE to assess whether the radio link quality degrades below threshold Qout_CSI-RS during the TEvaluate_out_CSI-RS_Relax evaluation period.",chunk-f498ad576d40cd632dfdde77cc13df0e<SEP>chunk-673d7cf7708e9adee900179d66fe882f<SEP>chunk-1520ecf1fb3bd5117b16c8c6b5e7a565,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.1.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.3<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.3.4
channel estimation,PDCCH DMRS energy,Technology,PDCCH DMRS energy refers to the hypothetical energy level of the Physical Downlink Control Channel Demodulation Reference Signal used for channel estimation and demodulation in 5G NR systems.,chunk-d08f6707101eb0c662e7eb585eaebdb0,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.2.1
channel state,CSI-RS for RLM,Technology,"CSI-RS for RLM is a reference signal resource configured for Radio Link Monitoring, used to evaluate downlink radio link quality. It must not be part of a resource set with repetition ON for the requirements to apply.<SEP>CSI-RS for RLM is a Channel State Information Reference Signal used specifically for Radio Link Monitoring, present in the second configuration of active T",chunk-987ec07ad4633616dc47b97fd7cf3187<SEP>chunk-ff5b227b6e05518dbdec1c2a2fbafc5d,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.3.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.4
channel state,active TCI state of the CORESET,Technology,"active TCI state of the CORESET refers to the currently active Time-Frequency Resource Configuration for Channel State Information Reference Signal (CSI-RS) used in RLM, which can be changed during transitions.",chunk-ff5b227b6e05518dbdec1c2a2fbafc5d,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.4
mobility,Non-session management related functionality,Concept,"Non-session management related functionality is a set of features provided by the PCF, including access and mobility related policy control, UE policy information control, negotiation for future BDT, and negotiation for planned data transfer with QoS requirements. These functionalities are described in clauses 6.1.2.1, 6.1.2.2, and 6.1.2.4.",chunk-4049908c4a1708513970c95ac6af6e57,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.2.1.1.2
mobility,Access and mobility related policy control,Concept,"Access and mobility related policy control is a non-session management related functionality provided by the PCF, described in clause 6.1.2.1, and relates to managing policies for user equipment access and mobility.",chunk-4049908c4a1708513970c95ac6af6e57,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.2.1.1.2
mobility,inter-frequency measurements,Concept,"Inter-frequency measurements are a type of RRM measurement performed by the UE across different frequency bands, used for mobility and radio resource management decisions in RRC_CONNECTED state.)##
(entity",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone
mobility,inter-RAT E-UTRAN FDD measurements,Concept,"Inter-RAT E-UTRAN FDD measurements are a type of RRM measurement performed by the UE across different radio access technologies, specifically between NR and E-UTRAN FDD, used for mobility and radio resource management decisions in RRC_CONNECTED state.",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone
mobility,inter-RAT E-UTRAN TDD measurements,Concept,"Inter-RAT E-UTRAN TDD measurements are a type of RRM measurement performed by the UE across different radio access technologies, specifically between NR and E-UTRAN TDD, used for mobility and radio resource management decisions in RRC_CONNECTED state.",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone
mobility,L1-RSRP measurements,Concept,"L1-RSRP measurements are a type of RRM measurement based on the reference signal received power at Layer 1, used for signal strength evaluation and mobility decisions in RRC_CONNECTED state.",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone
channel state,CSI-RSRQ,Signal,CSI-RSRQ is a signal measurement type indicating the reference signal received quality for channel state information in NR networks.,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
channel state,CSI-SINR,Signal,CSI-SINR is a signal measurement type indicating the signal-to-interference-plus-noise ratio for channel state information in NR networks.,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,SSB frequency layers,Concept,"SSB frequency layers are determined by the total number of Measurement Objects (MOs) with ssb-ConfigMobility configured, or with ssb-ConfigMobility not configured but csi-rs-ResourceConfigMobility configured with associatedSSB. If multiple MOs have identical ssbfrequency, smtc1, smtc2, and ssbSubcarrierSpacing, they are counted as one SSB frequency layer.",chunk-083d72a5920fd297fbeb182c5307bc32,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,CSI-RS frequency layers,Concept,"CSI-RS frequency layers are equal to the number of Measurement Objects (MOs) with csi-rs-ResourceConfigMobility configured, assuming one MO per frequency layer.<SEP>CSI-RS frequency layers is defined as the number of Measurement Objects (MOs) with csi-rs-ResourceConfigMobility configured, assuming one MO per frequency layer.",chunk-1641f1ed02bac36549fe70506196c4b3<SEP>chunk-083d72a5920fd297fbeb182c5307bc32,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,Measurement Object,Technology,"Measurement Object (MO) is a configuration entity used in UE monitoring that defines parameters for measuring radio signals, including ssb-ConfigMobility and csi-rs-ResourceConfigMobility.",chunk-083d72a5920fd297fbeb182c5307bc32,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,frequency layers,Concept,"frequency layers is defined as the total number of Measurement Objects (MOs) with ssb-ConfigMobility configured, or with ssb-ConfigMobility not configured but csi-rs-ResourceConfigMobility configured with associatedSSB. If multiple MOs share the same ssbfrequency, smtc1, smtc2, and ssbSubcarrierSpacing, they are counted as one SSB frequency layer.",chunk-1641f1ed02bac36549fe70506196c4b3,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,ssb-ConfigMobility,Terminology,,chunk-1641f1ed02bac36549fe70506196c4b3,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,csi-rs-ResourceConfigMobility,Terminology,,chunk-1641f1ed02bac36549fe70506196c4b3,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2
mobility,NR-E-UTRA dual connectivity UE,Technology,"NR-E-UTRA dual connectivity UE is a user equipment capable of simultaneous connectivity to NR and E-UTRA networks, supporting dual connectivity for enhanced data throughput and mobility management.",chunk-0f5c5987f4255af01aea11a64a67775e,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone
channel state,CSI-RS measurement,Concept,"CSI-RS measurement refers to the process of measuring Channel State Information Reference Signals on FR2 component carriers, defined in clause 9.10.1,",chunk-ec398959c845a0476210c10fdcde2785,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5.1
channel state,CSI-RS resource,Concept,"CSI-RS resource refers to a configured reference signal used for channel state information measurement, which can be placed in either the first or second 5 ms window for CSI-RS measurement on FR2 component carriers as defined in clause 9.10.1.",chunk-ec398959c845a0476210c10fdcde2785,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5.1
channel state,CSI-RS RRM Reference Measurement Channels,Concept,"CSI-RS RRM Reference Measurement Channels are reference configurations for Channel State Information Reference Signal (CSI-RS) used in TDD systems for radio resource management. These configurations are defined for different subcarrier spacings (SCS) and include parameters such as subcarrier spacing, number of PRBs, start PRB, density, CSI-RS index, slot configuration, associated SSB, SSB index, quasi-colocation status, first OFDM symbol in time domain, sequence generation configuration, number of ports, CDM type, and EPRE ratio to SSS.",chunk-6a40ccd411247f9caebea4b2ffe9cb0d,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2
mobility,CSI-RS-ResourceConfigMobility,Terminology,,chunk-6a40ccd411247f9caebea4b2ffe9cb0d,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2
mobility,CSI-RS-CellMobility,Terminology,,chunk-6a40ccd411247f9caebea4b2ffe9cb0d,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2
channel state,CSI-RS based L1-RSRP measurement on resource set with repetition off,Concept,"CSI-RS based L1-RSRP measurement on resource set with repetition off is a method for measuring reference signal received power using Channel State Information Reference Signal (CSI-RS) when repetition is disabled, applicable in test case A.14.6.4.2.",chunk-ef6c4f88526e5bd4d97ccdb3ca6b011a,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2
mobility,RRC_IDLE state mobility,Concept,"RRC_IDLE state mobility refers to the mobility procedures performed by the UE while in RRC_IDLE state, including handover and cell reselection, tested under both EphemerisInfo configurations.",chunk-ef6c4f88526e5bd4d97ccdb3ca6b011a,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2
mobility,Handover,Concept,"Handover is a mobility procedure where the UE transitions from one cell to another, tested in multiple test cases under both EphemerisInfo configurations.",chunk-ef6c4f88526e5bd4d97ccdb3ca6b011a,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2
fading,System Simulator,Technology,"System Simulator is a component used in testing that communicates with the UE without Additive White Gaussian Noise, fading, or multipath effects as specified in TS 38.521-2 B.0.",chunk-66388eb4b13be10ee4a6ad47acba8d09,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.17-A.18.md3200
fading,fading,Terminology,,chunk-66388eb4b13be10ee4a6ad47acba8d09,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.17-A.18.md3200
frequency offset,BS adjacent channel centre frequency offset below the lowest or above the highest carrier centre frequency transmitted,Terminology,,chunk-ac1108895323c66062d4c0841810b96b,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.3
mobility,ated policy control,Concept,"ated policy control is a concept related to access and mobility management, referenced in section 6.1.2.1.",chunk-37145357ba512552f5970606ccb6ad05,../3GPP-trunked/Rel-19/23_series/23503-j30.mdNone
mobility,Access and mobility rel,Concept,"Access and mobility rel is a concept defined in section 6.1.2.1, associated with the management of access and mobility in a network context.",chunk-37145357ba512552f5970606ccb6ad05,../3GPP-trunked/Rel-19/23_series/23503-j30.mdNone
mobility,access and mobility related policy control,Concept,"Access and mobility related policy control is a management function that encompasses service area restrictions, RFSP Index, UE-AMBR, UE Slice-MBR, slice replacement, and SMF selection. It is applied for a UE registered over 3GPP access and is managed by the PCF of the serving PLMN, which may modify policies based on operator-defined rules, UE location, time of day, AF requests, network analytics, and other inputs.",chunk-c0fc4bed8f180ebac744a75a5efcc48f,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.1.1
mobility,service area restrictions,Concept,"Service area restrictions are a component of access and mobility related policy control that define allowed or non-allowed TAIs for a UE. They can be derived from the UE subscription and modified by the PCF through expansion of allowed TAIs, reduction of non-allowed TAIs, or adjustment of the maximum number of allowed TAIs. Enforcement occurs in the UE during CM-IDLE or RRC Inactive states, and in RAN/AMF during CM-CONNECTED state.",chunk-c0fc4bed8f180ebac744a75a5efcc48f,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.1.1
mobility,RFSP Index,Concept,RFSP Index is a parameter managed under access and mobility related policy control that influences radio resource management. The PC,chunk-c0fc4bed8f180ebac744a75a5efcc48f,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.1.1
mobility,UE Slice-MBR,Concept,UE Slice-MBR (UE Slice Maximum Bit Rate) is a parameter managed under access and mobility related policy control that defines the maximum bit rate for a specific network slice. It is used to enforce slice-specific traffic limits and may be adjusted by the PCF based on operator-defined policies.,chunk-c0fc4bed8f180ebac744a75a5efcc48f,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.1.1
