node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id
General measurement requirement,General measurement requirement,Concept,General measurement requirement is a high-level specification defined in section 9.1 that outlines the fundamental criteria for measurements in the context of the document. It serves as a foundational condition for subsequent measurement-related procedures and definitions.)##,chunk-a65b3ba9d1dec092bf58ae5863609331,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770228831,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,General measurement requirement
UE Measurement capability,UE Measurement capability,Concept,"UE Measurement capability is a feature defined in section 9.1.3 that refers to the ability of a User Equipment (UE) to perform measurements on radio signals, such as signal strength and quality, for network management and optimization purposes.)##",chunk-dd6a930242d2a9b341fab0c936c6db5b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3,1770228887,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,UE Measurement capability
inter-frequency measurements,inter-frequency measurements,Concept,"Inter-frequency measurements are a type of RRM measurement performed by the UE across different frequency bands, used for mobility and radio resource management decisions in RRC_CONNECTED state.)##
(entity",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770228903,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,inter-frequency measurements
inter-RAT E-UTRAN FDD measurements,inter-RAT E-UTRAN FDD measurements,Concept,"Inter-RAT E-UTRAN FDD measurements are a type of RRM measurement performed by the UE across different radio access technologies, specifically between NR and E-UTRAN FDD, used for mobility and radio resource management decisions in RRC_CONNECTED state.",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770228903,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,inter-RAT E-UTRAN FDD measurements
inter-RAT E-UTRAN TDD measurements,inter-RAT E-UTRAN TDD measurements,Concept,"Inter-RAT E-UTRAN TDD measurements are a type of RRM measurement performed by the UE across different radio access technologies, specifically between NR and E-UTRAN TDD, used for mobility and radio resource management decisions in RRC_CONNECTED state.",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770228903,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,inter-RAT E-UTRAN TDD measurements
L1-RSRP measurements,L1-RSRP measurements,Concept,"L1-RSRP measurements are a type of RRM measurement based on the reference signal received power at Layer 1, used for signal strength evaluation and mobility decisions in RRC_CONNECTED state.",chunk-2536fd5154cfa351897faf5b22ded610,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770228903,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,L1-RSRP measurements
Capabilities for Support of Event Triggering and Reporting Criteria,Capabilities for Support of Event Triggering and Reporting Criteria,Concept,Capabilities for Support of Event Triggering and Reporting Criteria is a defined capability in section 9.1.4 that enables the system to support event triggering and reporting criteria. It is associated with the handling of events and their reporting mechanisms.)##,chunk-0badb9cd0bbdc01a94660d4ecef1ff2b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4,1770228904,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Capabilities for Support of Event Triggering and Reporting Criteria
measurement gap sharing,measurement gap sharing,Concept,"Measurement gap sharing is a procedure applied in NR-E-UTRA dual connectivity and NR-DC scenarios to manage measurement gaps for UE. It is triggered when UE requires measurement gaps for intra-frequency or inter-frequency carrier measurements, including SSB and CSI-RS based L3 measurements, or when SMTC configured for inter-frequency SSB-based measurements without gaps are fully overlapping with per-UE, per-FR1, or per-FR2 measurement gaps. It also applies when UE is configured to measure positioning frequency layers in FR1 or FR2. The procedure is governed by the RRC parameter MeasGapSharingScheme and involves calculation of scaling factors Kintra and Kinter based on parameter X.",chunk-2d229625c094222615e62637252e7f80,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.2.1,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,measurement gap sharing
NR-E-UTRA dual connectivity,NR-E-UTRA dual connectivity,Technology,"NR-E-UTRA dual connectivity refers to a UE configuration where the device operates simultaneously on NR and E-UTRA networks, requiring coordinated measurement gap sharing for inter-frequency and inter-RAT measurements.<SEP>NR-E-UTRA dual connectivity is a network configuration enabling simultaneous connection to NR and E-UTRA, supporting both single carrier and NR CA configurations, and influencing the definition of total interruption time based on UE's per-FR-gap capability.",chunk-fa21903f694505a6555294c2f8ae19ec<SEP>chunk-2d229625c094222615e62637252e7f80,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770229149,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,NR-E-UTRA dual connectivity
per-UE measurement gap,per-UE measurement gap,Concept,"The entity **per-UE measurement gap** refers to a dedicated measurement gap configuration in NR (New Radio) systems that is allocated on a per-user equipment (UE) basis. This configuration is applicable across various NR deployment scenarios, including NR standalone (SA) operation with single carrier, NR carrier aggregation (CA), and NR dual connectivity (NR-DC), regardless of frequency range (FR1 and FR2). It serves as a prerequisite for the use of specific numerologies with subcarrier spacings (SCS) of 120 kHz, 480 kHz, and 960 kHz.

The per-UE measurement gap is defined by a timing advance value, denoted as TMG (Measurement Gap Timing Advance), which is applied relative to the end of the latest subframe occurring immediately before the configured measurement gap across all serving cells. This timing advance governs the start time of the measurement gap and is derived from the mgta parameter as specified in 3GPP standards. In FR2-2 deployments, this configuration triggers specific timing rules, including a fixed MG timing advance of 0.25 ms.

The configuration influences slot interruption behavior during measurement gaps, particularly affecting non-overlapped half-slots before and after the gap. It",<SEP>chunk-7e99d32d7e728dd8d045810a21a6c410<SEP>chunk-581c4c702de50e15d8d6fdf0a7deb6c0<SEP>chunk-cbe8d5e447e4081a8bdbd54bd3ce605d<SEP>chunk-81330c69d25c62fd8f3f388d7d455a15<SEP>chunk-b71fd0a14ad9853cc86d69904026d904<SEP>chunk-c9c6f3420f7e2c4499d7fddb0e197c1b<SEP>chunk-6b627567ee73dd577f941bf888f41114<SEP>chunk-d71f3f41a16211cfc1820b936c01db01<SEP>chunk-13603797b7e165021475fc31a0356f3b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770229187,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,per-UE measurement gap
Measurement Gap Sharing,Measurement Gap Sharing,Concept,"Measurement Gap Sharing is a procedure applied in NR-DC operation to optimize the use of measurement gaps for identifying and measuring cells on intra-frequency and inter-frequency carriers, as well as inter-RAT carriers, based on specific conditions related to UE configuration and SMTC overlap.<SEP>Measurement Gap Sharing is a mechanism applied in both EN-DC and SA scenarios to manage measurement gaps for UEs. It is triggered when UE requires measurement gaps for intra-frequency or inter-frequency cell identification and measurement, or when SMTC configurations fully overlap with per-UE, per-FR1, or per-FR2 measurement gaps.",chunk-8eaa8625ea4c68b819128a2a1ad6f6c1<SEP>chunk-4b0a18581a6cbd3e61b74cf7344ad4af,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.2.1,1770229079,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Measurement Gap Sharing
inter-RAT E-UTRAN carriers,inter-RAT E-UTRAN carriers,Technology,"inter-RAT E-UTRAN carriers are E-UTRAN carriers operating in a different radio access technology than the current serving cell, configured by the PCell for monitoring by the UE.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229092,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,inter-RAT E-UTRAN carriers
SA NR,SA NR,Concept,"SA NR is an operation mode for User Equipment (UE) that enables standalone operation on NR networks. It requires the UE to be configured with this mode. In this mode, the UE monitors multiple layers including inter-RAT E-UTRAN carriers, inter-frequency NR carriers (with or without CCA), and inter-RAT UTRA FDD carriers as configured by the PCell, using gaps or without gaps if the UE supports the capability or the effective M<SEP>SA NR (Standalone NR) is a 5G network deployment mode where the UE connects directly to the 5G core network. In this context, it applies when the PCell (Primary Cell) is on a carrier frequency with CCA (Carrier Aggregation with Contiguous Allocation).<SEP>SA NR is a standalone NR operation mode where a UE operates exclusively on the NR network with PCell managing connectivity. The UE must monitor multiple carrier frequency layers under specific conditions based on its capability.",chunk-7880ee35d484e83ac517257372907eef<SEP>chunk-5fa41c726e94a59ff030cd3998c488d9<SEP>chunk-2218bf8405c3ec1304682e0afe182cb5,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229125,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,SA NR
RA PSCell,RA PSCell,Technology,"RA PSCell is a reference signal configuration for PSCell in NR-DC operation, used for measurement and signaling purposes in inter-RAT and inter-frequency scenarios as configured by the PCell.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,RA PSCell
inter-RAT UTRA FDD carriers,inter-RAT UTRA FDD carriers,Technology,"inter-RAT UTRA FDD carriers are UTRA FDD carriers operating in a different radio access technology than the current serving cell, configured by the PCell for monitoring by the UE.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,inter-RAT UTRA FDD carriers
inter-frequency NR carriers,inter-frequency NR carriers,Technology,"inter-frequency NR carriers are NR carriers operating on a different frequency than the serving cell, configured by the PCell for monitoring by the UE, and may use measurement gaps or be supported without gaps if the UE has the capability or MGRP is applied.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,inter-frequency NR carriers
gaps,gaps,Technology,gaps,chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,gaps
SCells,SCells,Technology,"SCells are secondary cells in a dual connectivity setup, used for additional data transmission and monitoring, and are excluded from the calculation of Nfreq, NE-DC and Nfreq, NR-DC.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,SCells
E-UTRA PSCell,E-UTRA PSCell,Technology,"E-UTRA PSCell is the primary serving cell in E-UTRA for dual connectivity, used in NE-DC operation and excluded from the frequency count in Nfreq, NE-DC.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,E-UTRA PSCell
E-UTRA SCells,E-UTRA SCells,Technology,"E-UTRA SCells are secondary cells in E-UTRA for dual connectivity, used in NE-DC operation and excluded from the frequency count in Nfreq, NE-DC.",chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,E-UTRA SCells
NE-DC operation,NE-DC operation,Concept,NE-DC operation refers to the dual connectivity mode where the UE,chunk-ff6d8d17e57f94e0aae68b928a5802e0,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.1,1770229087,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,NE-DC operation
event triggering,event triggering,Concept,"Event triggering is a criterion used in UE measurements where the UE reports measurement results when specific conditions are met, such as a change in signal quality or level. It is associated with measurement identities defined in TS 38.331 and applies to UEs in EN-DC with PSCell on a carrier frequency with CCA or SA NR with PCell on a carrier frequency with CCA.",chunk-2218bf8405c3ec1304682e0afe182cb5,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.1,1770229083,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,event triggering
reporting criteria,reporting criteria,Concept,"Reporting criteria define the conditions under which a UE must report measurement results. These include event-based reporting, periodic reporting, and no reporting, each linked to a specific measurement identity. The criteria are used to manage the number of parallel tracking requirements on the UE.",chunk-2218bf8405c3ec1304682e0afe182cb5,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.1,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,reporting criteria
measurement identity,measurement identity,Concept,"A measurement identity is a unique identifier assigned to a measurement configuration in the UE, defined in TS 38",chunk-2218bf8405c3ec1304682e0afe182cb5,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.1,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,measurement identity
Carrier-specific scaling factor,Carrier-specific scaling factor,Concept,"Carrier-specific scaling factor (CSSF) is a value derived to scale measurement delay requirements specified in clauses 9.2, 9.2A, 9.3, 9.3A, 9.4, 9.9, and 9.10 when the UE is configured to monitor multiple measurement objects. It is categorized into CSSFoutside_gap,i for measurements conducted outside measurement gaps and CSSFwithin_gap,i for measurements conducted within measurement gaps.",chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Carrier-specific scaling factor
"CSSFoutside_gap,i","CSSFoutside_gap,i",Concept,"CSSFoutside_gap,i is a carrier-specific scaling factor used for measurements conducted outside measurement gaps when the UE is configured to monitor multiple measurement objects.<SEP>CSSFoutside_gap,i is a carrier-specific scaling factor derived in section 9.1.5.1 and applied to measurement objects when certain conditions related to gap overlap are met. It is used to adjust measurements for intra-frequency and inter-frequency scenarios based on the presence and overlap of measurement gaps.",chunk-6264308f6802545f9c17ed0e871da514<SEP>chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5.1,1770229181,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,"CSSFoutside_gap,i"
"CSSFwithin_gap,i","CSSFwithin_gap,i",Concept,"CSSFwithin_gap,i is a carrier-specific scaling factor used for measurements conducted within measurement gaps when the UE is configured to monitor multiple measurement objects.",chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,"CSSFwithin_gap,i"
measurement delay requirements,measurement delay requirements,Terminology,,chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,measurement delay requirements
measurement object i,measurement object i,Concept,"measurement object i refers to a specific configuration of measurement parameters for a UE, including SMTC occasions and CSI-RS resources, used in the context of monitoring multiple layers outside gaps.",chunk-6264308f6802545f9c17ed0e871da514,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5.1,1770229181,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,measurement object i
measurement gap collisions,measurement gap collisions,Terminology,,chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,measurement gap collisions
measurement gap patterns,measurement gap patterns,Terminology,,chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,measurement gap patterns
non-dropped measurement gap occasions,non-dropped measurement gap occasions,Terminology,,chunk-13d47c5bca4df4ed1a0cba8fb054eaba,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.5,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,non-dropped measurement gap occasions
Reporting Criterion,Reporting Criterion,Concept,"A reporting criterion corresponds to either one event (event-based reporting), one periodic reporting criterion (periodic reporting), or one no reporting criterion (no reporting). Each instance of an event with the same or different event identities is counted as a separate reporting criterion in Table 9.1.4.2-1.",chunk-666c2085897ecc6622689d16a90f0ecf,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229084,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Reporting Criterion
Event-based Reporting,Event-based Reporting,Concept,"Event-based reporting is a type of reporting where each instance of an event, regardless of identity, is counted as a separate reporting criterion in Table 9.1.4.2-1.",chunk-666c2085897ecc6622689d16a90f0ecf,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Event-based Reporting
No Reporting,No Reporting,Concept,"No reporting is a type of reporting criterion that indicates the absence of reporting, one of the three types defined in Table 9.1.4.2-1.",chunk-666c2085897ecc6622689d16a90f0ecf,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,No Reporting
SA Operation Mode,SA Operation Mode,Concept,"SA operation mode refers to standalone operation of a UE in NR, where the UE connects directly to the 5G core network, and is used to define the total number of NR and inter-RAT E-UTRA reporting criteria applicable for such UEs according to Table 9.1.4.2-1.",chunk-666c2085897ecc6622689d16a90f0ecf,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,SA Operation Mode
CLI-RSSI measurement reporting,CLI-RSSI measurement reporting,Concept,CLI-RSSI measurement reporting is a feature that enables the UE to report up to 64 CLi-RSSI resource measurements in a single report. It is applicable only for UEs supporting the cli-RSSI-Meas-r16 capability.,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,CLI-RSSI measurement reporting
cli-RSSI-Meas-r16,cli-RSSI-Meas-r16,Terminology,,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,cli-RSSI-Meas-r16
NR serving frequency,NR serving frequency,Terminology,,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,NR serving frequency
Ecat for Intra-frequency,Ecat for Intra-frequency,Terminology,,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Ecat for Intra-frequency
SA NR operation mode,SA NR operation mode,Terminology,,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,SA NR operation mode
EN-DC operation mode,EN-DC operation mode,Terminology,,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,EN-DC operation mode
NE-DC operation mode,NE-DC operation mode,Concept,"NE-DC operation mode is a dual connectivity configuration where the UE operates with both NR and E-UTRA cells, requiring monitoring of multiple inter-frequency and inter-RAT carriers as specified in the requirements.",chunk-083d72a5920fd297fbeb182c5307bc32,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229123,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,NE-DC operation mode
NR-DC operation mode,NR-DC operation mode,Terminology,,chunk-bcd77e2ac96527c9a2bfe2c9d2628a1b,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,NR-DC operation mode
SRQ to E-SMLC via LPP,SRQ to E-SMLC via LPP,Concept,SRQ to E-SMLC via LPP is a signaling procedure used for reporting measurement results to the E-SMLC through the LPP protocol. It applies to any E-UTRA carrier frequency except the carrier frequency of the E-UTRA PSCell or E-UTRA SCell.,chunk-d85005910fa722082474c069f5549eda,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,SRQ to E-SMLC via LPP
Intra-frequency RSSI and channel occupancy measurements with CCA,Intra-frequency RSSI and channel occupancy measurements with CCA,Concept,"Intra-frequency RSSI and channel occupancy measurements with CCA are measurement procedures performed on a single carrier frequency under CCA (Clear Channel Assessment), producing one report capable of containing one RSSI and one channel occupancy measurement. These are applicable to UEs capable of performing and reporting such measurements on carrier frequencies under CCA.",chunk-d85005910fa722082474c069f5549eda,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229086,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Intra-frequency RSSI and channel occupancy measurements with CCA
UTRA FDD,UTRA FDD,Technology,"UTRA FDD is a radio access technology layer used in 3G networks, operating in paired frequency bands for uplink and downlink communication.<SEP>UTRA FDD is a 3G frequency division duplex radio access technology used in dual connectivity modes. It is involved in inter-RAT frequency layer monitoring for SRVCC and requires measurement gap pattern #0 and #1 when configured.",chunk-63eab554b60ad3bf85d01f65b16afe1c<SEP>chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.mdNone,1770229150,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,UTRA FDD
SS-RSRQ,SS-RSRQ,Signal,SS-RSRQ is a signal measurement type indicating the reference signal received quality for synchronization signals in NR networks.,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,SS-RSRQ
CSI-RSRQ,CSI-RSRQ,Signal,CSI-RSRQ is a signal measurement type indicating the reference signal received quality for channel state information in NR networks.,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,CSI-RSRQ
CSI-SINR,CSI-SINR,Signal,CSI-SINR is a signal measurement type indicating the signal-to-interference-plus-noise ratio for channel state information in NR networks.,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,CSI-SINR
NR SA operation mode,NR SA operation mode,Concept,"NR SA operation mode is a network operation mode where the User Equipment (UE) is configured with a standalone New Radio (NR) connection, with the primary cell (PCell) served by a Satellite Access Network (SAN).",chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,NR SA operation mode
multiple layers,multiple layers,Concept,Multiple layers refers to the capability of a UE to,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,multiple layers
E-UTRA PCell,E-UTRA PCell,Terminology,,chunk-5fa41c726e94a59ff030cd3998c488d9,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,E-UTRA PCell
Inter-frequency RSSI and channel occupancy measurements with CCA,Inter-frequency RSSI and channel occupancy measurements with CCA,Concept,"Inter-frequency RSSI and channel occupancy measurements with CCA are measurement procedures performed across different carrier frequencies under CCA (Clear Channel Assessment), producing one report capable of containing one RSSI and one channel occupancy measurement. These are applicable to UEs capable of performing and reporting such measurements on carrier frequencies under CCA.",chunk-d85005910fa722082474c069f5549eda,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229092,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Inter-frequency RSSI and channel occupancy measurements with CCA
Intra-frequency SSB-based measurements for NR E-CID,Intra-frequency SSB-based measurements for NR E-CID,Concept,Intra-frequency SSB-based measurements for NR E-CID are measurement procedures that report SS-RSRP and SS-RSRQ for NR E-CID to the LMF via LPP. One report is capable of at least 9 total intra-frequency SS-RSRP and SS-RSRQ measurements. Applicable to UEs capable of reporting at least one of SS-RSRP or SS-RSRQ to LMF via LPP.,chunk-d85005910fa722082474c069f5549eda,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229117,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Intra-frequency SSB-based measurements for NR E-CID
Intra-frequency CSI-RS based measurements for NR E-CID,Intra-frequency CSI-RS based measurements for NR E-CID,Concept,"Intra-frequency CSI-RS based measurements for NR E-CID are measurement procedures that report CSI-RSRP and CSI-RSRQ for NR E-CID to the LMF via LPP. One report is capable of at least 9 total intra-frequency CSI-RSRP and/or CSI-RSRQ measurements. Applicable to UEs capable of reporting any of CSI-RSRP or CSI-RSRQ to LMF via LPP, as indicated in nr-ECID-MeasSupported-r16.",chunk-d85005910fa722082474c069f5549eda,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.4.2,1770229117,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,Intra-frequency CSI-RS based measurements for NR E-CID
